ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;CODG_SEXO;DESC_SEXO;SUB_INDICADOR
Indicador  3.a.1;2;14.9;29;Bahia;12361;2019;4;Homens;12361
Indicador  3.a.1;2;7.4;29;Bahia;12361;2019;5;Mulheres;12361
Indicador  3.a.1;2;13.4;31;Minas Gerais;12361;2019;6794;Total;12361
Indicador  3.a.1;2;17.7;31;Minas Gerais;12361;2019;4;Homens;12361
Indicador  3.a.1;2;10.3;31;Minas Gerais;12361;2019;5;Mulheres;12361
Indicador  3.a.1;2;11.8;32;Espírito Santo;12361;2019;6794;Total;12361
Indicador  3.a.1;2;16.7;32;Espírito Santo;12361;2019;4;Homens;12361
Indicador  3.a.1;2;8.4;32;Espírito Santo;12361;2019;5;Mulheres;12361
Indicador  3.a.1;2;12.5;33;Rio de Janeiro;12361;2019;6794;Total;12361
Indicador  3.a.1;2;15.9;33;Rio de Janeiro;12361;2019;4;Homens;12361
Indicador  3.a.1;2;10.3;33;Rio de Janeiro;12361;2019;5;Mulheres;12361
Indicador  3.a.1;2;15.1;35;São Paulo;12361;2019;6794;Total;12361
Indicador  3.a.1;2;19.4;35;São Paulo;12361;2019;4;Homens;12361
Indicador  3.a.1;2;12.2;35;São Paulo;12361;2019;5;Mulheres;12361
Indicador  3.a.1;2;16.6;41;Paraná;12361;2019;6794;Total;12361
Indicador  3.a.1;2;20.9;41;Paraná;12361;2019;4;Homens;12361
Indicador  3.a.1;2;13.8;41;Paraná;12361;2019;5;Mulheres;12361
Indicador  3.a.1;2;14.3;42;Santa Catarina;12361;2019;6794;Total;12361
Indicador  3.a.1;2;18.2;42;Santa Catarina;12361;2019;4;Homens;12361
Indicador  3.a.1;2;11.4;42;Santa Catarina;12361;2019;5;Mulheres;12361
Indicador  3.a.1;2;17.3;43;Rio Grande do Sul;12361;2019;6794;Total;12361
Indicador  3.a.1;2;21.4;43;Rio Grande do Sul;12361;2019;4;Homens;12361
Indicador  3.a.1;2;14.9;43;Rio Grande do Sul;12361;2019;5;Mulheres;12361
Indicador  3.a.1;2;17.7;50;Mato Grosso do Sul;12361;2019;6794;Total;12361
Indicador  3.a.1;2;22.9;50;Mato Grosso do Sul;12361;2019;4;Homens;12361
Indicador  3.a.1;2;14.0;50;Mato Grosso do Sul;12361;2019;5;Mulheres;12361
Indicador  3.a.1;2;14.5;51;Mato Grosso;12361;2019;6794;Total;12361
Indicador  3.a.1;2;18.3;51;Mato Grosso;12361;2019;4;Homens;12361
Indicador  3.a.1;2;12.8;51;Mato Grosso;12361;2019;5;Mulheres;12361
Indicador  3.a.1;2;15.1;52;Goiás;12361;2019;6794;Total;12361
Indicador  3.a.1;2;20.9;52;Goiás;12361;2019;4;Homens;12361
Indicador  3.a.1;2;11.3;52;Goiás;12361;2019;5;Mulheres;12361
Indicador  3.a.1;2;13.0;53;Distrito Federal;12361;2019;6794;Total;12361
Indicador  3.a.1;2;17.2;53;Distrito Federal;12361;2019;4;Homens;12361
Indicador  3.a.1;2;10.8;53;Distrito Federal;12361;2019;5;Mulheres;12361
